network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,33.57,3283,autopicker,0.53,604056978,00:02.4,1.03,31.563,-115.5018,0.9084,51.856,3.85249,6.05,,3.4,ml,,,1.9,210.84,314.6,"[44.900001525878906, 44.099998474121094, 35.79999923706055]",5900,00:28.0,earthquake_local,109C.TA_20140219040026_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,33.64,3321,autopicker,0.59,604056670,12:49.3,1.05,31.5637,-115.4651,0.9146,51.042,4.22186,6.44,,3.2,ml,,,1.92,213.28,314,"[37.5, 37.099998474121094, 31.200000762939453]",5900,13:14.9,earthquake_local,109C.TA_20140219041313_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,22.41,2379,autopicker,0.46,610207908,38:38.8,1.03,33.1589,-115.6525,0.4947,111.605,5.13866,13.7,,2,ml,,,1.25,138.98,258,"[14.699999809265137, 18.5, 11.899999618530273]",5900,38:54.2,earthquake_local,109C.TA_20140219053853_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,33.39,3196,manual,0.5,605640685,23:44.3,1,31.2356,-115.9226,1.0033,111.563,4.9171,8.47,,2.8,ml,,,1.93,214.66,329,"[37.0, 34.5, 32.5]",5900,24:10.7,earthquake_local,109C.TA_20140224082409_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,30.97,2854,manual,0.5,604087256,12:09.5,0.79,34.2825,-118.5516,1.1967,38.583,2.64342,17.11,,2.7,ml,,,1.84,204.75,138.6,"[21.5, 21.700000762939453, 15.699999809265137]",5900,12:33.5,earthquake_local,109C.TA_20140303001232_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,21.92,2385,manual,0.5,604090211,48:00.9,0.79,34.1118,-117.4096,0.8663,37.124,2.28465,10.87,0.42,2.58,ml,,,1.25,138.56,168.1,"[25.799999237060547, 29.700000762939453, 22.799999237060547]",5900,48:14.8,earthquake_local,109C.TA_20140304064813_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,41.62,3920,manual,0.5,604091440,24:23.4,2.77,31.2519,-119.4824,1.6749,176.446,8.89645,9,,4.9,mw,,,2.6,288.66,50.4,"[40.29999923706055, 40.5, 33.5]",5900,24:56.0,earthquake_local,109C.TA_20140305022455_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,21.82,2134,manual,0.5,604091445,32:14.6,0.81,33.9198,-116.3487,0.9313,23.212,2.24211,12.71,0.72,2.69,ml,,,1.21,134.25,211.8,"[31.600000381469727, 32.29999923706055, 25.700000762939453]",5900,32:30.5,earthquake_local,109C.TA_20140305073229_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,21.59,2143,manual,0.5,604091766,17:02.0,0.8,33.9197,-116.352,1.116,17.278,1.89781,14.17,,3,ml,,,1.21,134.08,211.7,"[43.29999923706055, 36.20000076293945, 28.5]",5900,17:17.5,earthquake_local,109C.TA_20140305091716_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,13.76,1890,manual,0.5,604093664,58:35.4,0.81,32.8911,-116.2399,0.839,47.614,2.22447,10.91,,2.6,ml,,,0.73,80.96,270.1,"[26.200000762939453, 27.700000762939453, 25.5]",5900,58:40.2,earthquake_local,109C.TA_20140307005839_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,35.22,3131,manual,0.5,604162125,12:19.4,0.79,34.5939,-118.6207,0.9088,18.118,1.93371,11.24,,4,ml,,,2.12,235.55,143,"[32.79999923706055, 30.700000762939453, 29.399999618530273]",4867,12:48.6,earthquake_local,109C.TA_20140315151247_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,27.06,2599,manual,0.5,604172035,25:37.4,0.68,34.1238,-118.4751,1.2634,32.841,2.22217,15.17,,4.6,mb,,"[[121.6500015258789, 21.540000915527344, -1.7300000190734863], [213.25999450683594, 89.37000274658203, -111.52999877929688]]",1.68,186.98,136.7,"[44.5, 49.20000076293945, 42.400001525878906]",5900,25:59.4,earthquake_local,109C.TA_20140317132558_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,29.61,2693,manual,0.5,604185007,17:39.7,0.79,34.1272,-118.4886,0.6388,37.61,2.35388,13.36,,2.63,ml,,,1.69,188.11,136.5,"[14.899999618530273, 15.399999618530273, 7.900000095367432]",5900,18:02.3,earthquake_local,109C.TA_20140321021801_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,10.13,1325,manual,0.5,604186331,14:50.7,0.79,32.8693,-116.489,0.576,36.603,2.51254,15.97,,2.5,ml,,,0.52,57.7,272.3,"[38.099998474121094, 40.900001525878906, 32.70000076293945]",5900,14:54.8,earthquake_local,109C.TA_20140322021453_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,10.13,1125,manual,0.5,604186331,14:50.7,0.79,32.8693,-116.489,0.576,36.603,2.51254,15.97,,2.5,ml,,,0.52,57.7,272.3,"[39.20000076293945, 45.0, 37.79999923706055]",3500,14:56.8,earthquake_local,109C.TA_20140322021455_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,22.22,2586,manual,0.5,604372097,15:30.1,0.85,33.179,-115.6207,1.2471,37.488,2.64292,14.75,,3.5,ml,,,1.28,142.35,257.3,"[36.0, 37.70000076293945, 32.0]",3340,15:43.3,earthquake_local,109C.TA_20140328041542_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,14.08,1585,manual,0.5,604372784,39:43.6,0.81,32.8688,-116.2212,0.7187,49.181,2.49071,13.28,,2.84,ml,,,0.74,82.75,271.8,"[27.799999237060547, 29.700000762939453, 24.899999618530273]",5900,39:51.7,earthquake_local,109C.TA_20140328183950_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,14.08,1485,manual,0.5,604372784,39:43.6,0.81,32.8688,-116.2212,0.7187,49.181,2.49071,13.28,,2.84,ml,,,0.74,82.75,271.8,"[25.899999618530273, 31.799999237060547, 23.5]",4545,39:52.7,earthquake_local,109C.TA_20140328183951_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,21.63,2411,manual,0.5,604372954,03:39.7,0.77,33.9307,-117.9456,1.1979,30.038,2.17942,16.79,,3.7,ml,,,1.25,139.51,145.7,"[47.29999923706055, 47.0, 38.20000076293945]",4440,03:53.3,earthquake_local,109C.TA_20140329030352_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,21.07,2501,autopicker,0.44,604372958,30:52.2,0.76,33.9117,-117.8912,1.4752,31.976,2.37414,11.83,,3.7,ml,,,1.21,134.97,147,"[43.79999923706055, 44.599998474121094, 39.29999923706055]",5900,31:05.3,earthquake_local,109C.TA_20140329043104_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,21.38,2332,autopicker,0.69,604372966,37:14.1,0.83,33.9177,-117.8917,1.0298,30.596,2.30453,17.85,0.62,3.1,ml,,,1.22,135.55,147.1,"[45.70000076293945, 42.5, 32.599998474121094]",5900,37:28.4,earthquake_local,109C.TA_20140329053727_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,21.09,2060,autopicker,0.58,604373822,32:46.7,0.63,33.9421,-117.8903,1.4722,31.324,2.19993,16.37,,4.4,mb,,,1.24,137.76,147.8,"[62.099998474121094, 58.900001525878906, 55.0]",5900,33:03.8,earthquake_local,109C.TA_20140329213302_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,22.66,2233,autopicker,0.54,604376608,17:28.5,0.79,33.922,-117.9312,0.6324,38.001,2.47204,13.74,0.59,2.65,ml,,,1.24,137.96,145.9,"[23.799999237060547, 23.799999237060547, 16.5]",5900,17:44.2,earthquake_local,109C.TA_20140331181743_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,21.69,2276,autopicker,0.51,610308382,30:44.6,0.77,33.8954,-117.9548,0.5893,33.827,2.46312,15.6,,3,ml,,,1.23,136.79,144.5,"[24.0, 24.100000381469727, 22.100000381469727]",5900,31:00.3,earthquake_local,109C.TA_20140401183059_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,23.52,2439,manual,0.5,604447890,59:12.3,1,31.838,-116.1896,0.6513,88.443,3.28675,17.7,,2.9,ml,,,1.3,144.93,323.8,"[37.599998474121094, 40.29999923706055, 32.400001525878906]",5900,59:27.8,earthquake_local,109C.TA_20140408015926_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,25.03,2753,autopicker,0.69,604448145,55:42.1,0.94,31.5829,-116.4471,1.3001,157.804,5.202,17.22,,3.1,ml,,,1.42,157.54,337,"[22.5, 26.5, 16.5]",5900,55:58.1,earthquake_local,109C.TA_20140408195557_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,46.08,4935,manual,0.5,604464486,15:12.5,1.04,35.4309,-118.4995,1.0957,15.128,1.86743,2.12,,4.1,mb,,,2.79,309.89,155.1,"[39.099998474121094, 39.20000076293945, 32.70000076293945]",5900,15:50.6,earthquake_local,109C.TA_20140419121549_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,46.08,4935,manual,0.5,604464486,15:12.5,1.04,35.4309,-118.4995,1.0957,15.128,1.86743,2.12,,4.1,mb,,,2.79,309.89,155.1,"[39.099998474121094, 39.20000076293945, 32.70000076293945]",5900,15:50.6,earthquake_local,109C.TA_20140419121549_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,33.07,3145,autopicker,0.55,604582744,05:26.6,0.8,31.2941,-115.9046,1.9791,98.39,4.61206,10,,4,ml,,,1.89,210.04,327.7,"[46.20000076293945, 48.5, 40.20000076293945]",5900,05:52.6,earthquake_local,109C.TA_20140510020551_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,34.19,2980,manual,0.5,605631619,37:16.6,1.1,31.1762,-115.8844,0.8454,116.39,5.18711,14.22,,3.3,ml,,,2,222.18,329.1,"[34.29999923706055, 37.5, 28.299999237060547]",5900,37:45.8,earthquake_local,109C.TA_20140516003744_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,25.03,2657,autopicker,0.55,604638396,08:50.8,0.8,34.2557,-116.82,0.7477,13.317,1.91892,13.23,,3.84,ml,,,1.38,153.89,190,"[37.599998474121094, 38.70000076293945, 33.5]",5900,09:06.9,earthquake_local,109C.TA_20140519200905_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,28.94,2877,autopicker,0.54,604652668,14:57.2,0.83,32.4101,-115.2132,0.9375,86.095,4.69207,15.35,,3.1,ml,,,1.67,185.27,287.2,"[27.100000381469727, 29.399999618530273, 26.799999237060547]",5900,15:21.1,earthquake_local,109C.TA_20140523141520_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,26.39,2308,manual,0.5,604655957,16:05.8,0.97,32.1249,-115.7241,0.9536,53.843,2.88498,18.38,,2.6,ml,,,1.39,154.98,303.5,"[36.70000076293945, 35.900001525878906, 31.399999618530273]",5900,16:27.2,earthquake_local,109C.TA_20140526121626_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,21.51,2310,manual,0.5,604663358,59:28.9,0.88,33.5697,-118.37,0.8981,64.269,2.44707,18.17,,3.8,ml,,,1.26,140.01,122.3,"[49.099998474121094, 50.900001525878906, 44.599998474121094]",5900,59:45.4,earthquake_local,109C.TA_20140531025944_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,32.41,3481,autopicker,0.56,609433905,25:13.7,1.13,32.1052,-115.0587,0.7131,76.594,3.53143,10.11,,2.9,ml,,,1.9,211.04,294.9,"[30.899999618530273, 27.700000762939453, 18.100000381469727]",5900,25:38.1,earthquake_local,109C.TA_20140601072537_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,25.07,2568,manual,0.5,604725281,35:19.8,0.78,34.3008,-117.4961,0.7025,17.361,2.00536,15.42,0.35,3.47,ml,,,1.45,160.75,166.8,"[46.0, 41.20000076293945, 29.899999618530273]",5900,35:37.8,earthquake_local,109C.TA_20140613133536_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,34.12,3275,autopicker,0.58,604740112,42:41.9,0.92,31.4548,-115.5233,0.9941,55.071,3.1998,12.66,,3.3,ml,,,1.96,218.05,317.2,"[48.599998474121094, 46.79999923706055, 39.29999923706055]",5900,43:08.0,earthquake_local,109C.TA_20140618064307_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,34.12,3275,autopicker,0.58,604740112,42:41.9,0.92,31.4548,-115.5233,0.9941,55.071,3.1998,12.66,,3.3,ml,,,1.96,218.05,317.2,"[48.599998474121094, 46.79999923706055, 39.29999923706055]",5900,43:08.0,earthquake_local,109C.TA_20140618064307_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,24.56,2708,manual,0.5,610570985,59:33.7,0.7,34.2861,-117.0326,1.2359,10.444,1.83749,14.8,,4.58,mw,,,1.4,155.12,182.5,"[66.5, 64.4000015258789, 62.0]",5900,59:49.3,earthquake_local,109C.TA_20140705165948_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,24.99,2468,autopicker,0.75,604795217,51:04.8,0.79,34.2727,-117.0261,0.6215,14.178,1.91646,13.04,,3.03,ml,,,1.38,153.66,182.8,"[38.099998474121094, 40.29999923706055, 34.400001525878906]",5900,51:22.8,earthquake_local,109C.TA_20140707085121_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,47.67,4225,manual,0.5,604811653,57:14.0,1.94,29.9922,-116.3324,1.5307,150.467,8.35812,2.22,,4.26,mb,,,2.96,329.47,347.3,"[23.600000381469727, 24.100000381469727, 21.299999237060547]",5900,57:56.7,earthquake_local,109C.TA_20140708225755_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,18.35,1814,manual,0.5,604820170,48:04.9,0.82,33.2463,-115.9851,0.93,29.409,2.26062,15.35,0.38,3.19,ml,,,1.01,111.85,249.6,"[38.79999923706055, 40.400001525878906, 33.900001525878906]",5900,48:18.2,earthquake_local,109C.TA_20140709214817_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,14.95,1616,manual,0.5,604848962,24:33.5,0.82,33.4002,-116.4257,0.6516,21.717,2.34138,13.65,,3.3,ml,,,0.77,85.05,228.4,"[43.599998474121094, 44.0, 44.0]",5900,24:42.5,earthquake_local,109C.TA_20140717142441_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,14.95,1616,manual,0.5,604848962,24:33.5,0.82,33.4002,-116.4257,0.6516,21.717,2.34138,13.65,,3.3,ml,,,0.77,85.05,228.4,"[43.599998474121094, 44.0, 44.0]",5900,24:42.5,earthquake_local,109C.TA_20140717142441_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,14.95,1616,manual,0.5,604848962,24:33.5,0.82,33.4002,-116.4257,0.6516,21.717,2.34138,13.65,,3.3,ml,,,0.77,85.05,228.4,"[43.599998474121094, 44.0, 44.0]",5900,24:42.5,earthquake_local,109C.TA_20140717142441_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,26.38,2606,manual,0.5,605149299,55:55.9,0.79,34.3318,-116.8284,0.7052,13.476,1.98905,11.21,,3.67,ml,,,1.46,162.09,189.2,"[54.400001525878906, 50.70000076293945, 44.900001525878906]",5900,56:15.3,earthquake_local,109C.TA_20140818045614_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,26.38,2606,manual,0.5,605149299,55:55.9,0.79,34.3318,-116.8284,0.7052,13.476,1.98905,11.21,,3.67,ml,,,1.46,162.09,189.2,"[54.400001525878906, 50.70000076293945, 44.900001525878906]",5900,56:15.3,earthquake_local,109C.TA_20140818045614_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,24.97,2573,autopicker,0.5,605161515,42:21.7,0.81,34.2488,-116.7603,0.7589,18.62,1.97455,11.71,,2.9,ml,,,1.39,154.19,192.1,"[28.0, 28.799999237060547, 26.600000381469727]",5900,42:38.6,earthquake_local,109C.TA_20140823174237_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,22.91,2336,manual,0.5,605195407,07:03.2,0.8,32.5256,-115.7041,1.0279,29.639,2.35793,15.85,,3,ml,,,1.23,137.4,287.4,"[37.900001525878906, 37.400001525878906, 27.799999237060547]",5900,07:19.1,earthquake_local,109C.TA_20140904220718_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,33.75,3021,manual,0.5,605275081,18:56.1,0.81,34.5029,-118.7849,0.9074,47.827,2.2162,17.68,,3.7,ml,,,2.13,237.27,138.5,"[33.79999923706055, 31.299999237060547, 17.799999237060547]",5900,19:25.9,earthquake_local,109C.TA_20140908041924_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,22.12,2056,autopicker,0.54,605275986,08:30.7,0.79,33.7603,-116.1175,0.8494,26.465,1.88311,16.46,,3.4,ml,,,1.2,133.4,223.8,"[33.900001525878906, 38.70000076293945, 25.5]",5900,08:47.8,earthquake_local,109C.TA_20140909160846_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,28.47,2818,manual,0.5,605412686,06:29.7,0.76,32.3774,-115.2584,0.994,34.37,2.94092,16.23,,3.9,ml,,,1.64,182.34,288.6,"[29.799999237060547, 29.799999237060547, 32.099998474121094]",5900,06:49.2,earthquake_local,109C.TA_20140927020648_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,27.75,3119,manual,0.5,605412688,23:39.8,0.83,32.382,-115.2714,1.0726,47.351,2.88614,8.98,,3.1,ml,,,1.63,181.01,288.6,"[25.399999618530273, 27.5, 23.899999618530273]",5900,23:59.6,earthquake_local,109C.TA_20140927022358_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,19.42,1745,manual,0.5,605477254,12:32.4,0.98,33.1529,-118.2859,0.8005,99.231,3.68453,11.69,,3.2,ml,,,1.03,114.14,104.5,"[47.599998474121094, 39.900001525878906, 39.400001525878906]",5900,12:47.8,earthquake_local,109C.TA_20141002051246_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,23.61,2288,autopicker,0.74,605534052,16:04.0,0.78,34.014,-116.313,0.7075,15.769,1.92569,17.3,,3.2,ml,,,1.3,144.9,210.8,"[47.0, 47.599998474121094, 41.400001525878906]",5780,16:21.6,earthquake_local,109C.TA_20141012201620_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,24.94,2562,manual,0.5,605615919,07:35.3,0.77,34.2866,-117.0336,0.6761,15.62,1.844,16.39,,3.05,ml,,,1.4,155.17,182.5,"[37.20000076293945, 41.29999923706055, 38.599998474121094]",5900,07:52.2,earthquake_local,109C.TA_20141025110751_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,22.39,2345,manual,0.5,605640169,21:43.1,0.82,32.9324,-115.5452,0.9656,25.271,2.45677,18.52,,3.2,ml,,,1.31,146,268.5,"[44.599998474121094, 40.79999923706055, 34.900001525878906]",5900,21:59.5,earthquake_local,109C.TA_20141101212158_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,19.96,2272,autopicker,0.48,605641465,53:35.0,0.79,34.0036,-117.2337,0.7786,24.697,1.85547,19.31,,3.2,ml,,,1.12,124.21,174.4,"[45.70000076293945, 39.20000076293945, 39.20000076293945]",5900,53:47.0,earthquake_local,109C.TA_20141103085346_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,40.38,3781,manual,0.5,605659507,24:35.0,1.16,31.6945,-114.5475,1.4085,71.973,3.72987,3.11,,3.7,ml,,,2.47,274.9,299.5,"[25.799999237060547, 23.899999618530273, 21.100000381469727]",5900,25:07.3,earthquake_local,109C.TA_20141114152506_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,28.58,2880,autopicker,0.57,605673670,26:29.3,0.86,31.7823,-115.696,0.7929,74.171,3.17745,16.86,,3.1,ml,,,1.62,180.71,313.1,"[39.29999923706055, 42.20000076293945, 33.099998474121094]",5900,26:49.8,earthquake_local,109C.TA_20141122202648_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,28.61,2576,autopicker,0.61,605673670,26:29.3,0.86,31.7823,-115.696,0.7929,74.171,3.17745,16.86,,3.1,ml,,,1.62,180.71,313.1,"[39.099998474121094, 43.70000076293945, 33.29999923706055]",5900,26:52.9,earthquake_local,109C.TA_20141122202651_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,34.24,3418,manual,0.5,606490582,18:09.6,0.7,34.608,-118.6246,1.277,25.01,2.19638,8.62,,4.2,mb,,,2.13,237.02,143.1,"[46.099998474121094, 45.20000076293945, 42.29999923706055]",5900,18:35.9,earthquake_local,109C.TA_20150104031834_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,34.24,3018,manual,0.5,606490582,18:09.6,0.7,34.608,-118.6246,1.277,25.01,2.19638,8.62,,4.2,mb,,,2.13,237.02,143.1,"[49.400001525878906, 48.79999923706055, 42.29999923706055]",5900,18:39.9,earthquake_local,109C.TA_20150104031838_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,11.35,1667,manual,0.5,606596003,10:17.1,0.88,32.9768,-116.4283,0.7127,20.357,2.17442,17.88,0.55,3.2,ml,,,0.58,64.04,261.4,"[40.900001525878906, 44.5, 40.099998474121094]",5900,10:19.4,earthquake_local,109C.TA_20150125181018_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,11.35,1467,manual,0.5,606596003,10:17.1,0.88,32.9768,-116.4283,0.7127,20.357,2.17442,17.88,0.55,3.2,ml,,,0.58,64.04,261.4,"[44.20000076293945, 44.400001525878906, 41.20000076293945]",3985,10:21.4,earthquake_local,109C.TA_20150125181020_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,11.35,1167,manual,0.5,606596003,10:17.1,0.88,32.9768,-116.4283,0.7127,20.357,2.17442,17.88,0.55,3.2,ml,,,0.58,64.04,261.4,"[44.900001525878906, 46.70000076293945, 41.900001525878906]",3768,10:24.4,earthquake_local,109C.TA_20150125181023_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,28.83,3273,manual,0.5,606684124,50:51.8,0.82,32.3535,-115.2656,0.7428,47.998,2.69758,14.69,,3.4,ml,,,1.64,182.56,289.5,"[28.700000762939453, 31.200000762939453, 25.899999618530273]",3481,51:11.7,earthquake_local,109C.TA_20150204115110_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,28.83,2873,manual,0.5,606684124,50:51.8,0.82,32.3535,-115.2656,0.7428,47.998,2.69758,14.69,,3.4,ml,,,1.64,182.56,289.5,"[29.299999237060547, 28.700000762939453, 24.200000762939453]",5900,51:15.7,earthquake_local,109C.TA_20150204115114_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,15.29,1938,manual,0.5,606720777,05:57.5,0.8,33.3038,-116.2874,0.8294,16.853,1.88718,18.84,,3.28,ml,,,0.8,89.13,239.1,"[58.400001525878906, 55.0, 50.29999923706055]",5900,06:03.8,earthquake_local,109C.TA_20150207140602_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,15.29,1838,manual,0.5,606720777,05:57.5,0.8,33.3038,-116.2874,0.8294,16.853,1.88718,18.84,,3.28,ml,,,0.8,89.13,239.1,"[59.900001525878906, 57.599998474121094, 50.0]",5071,06:04.8,earthquake_local,109C.TA_20150207140603_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,15.29,1738,manual,0.5,606720777,05:57.5,0.8,33.3038,-116.2874,0.8294,16.853,1.88718,18.84,,3.28,ml,,,0.8,89.13,239.1,"[60.599998474121094, 60.29999923706055, 51.70000076293945]",4971,06:05.8,earthquake_local,109C.TA_20150207140604_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,15.29,1638,manual,0.5,606720777,05:57.5,0.8,33.3038,-116.2874,0.8294,16.853,1.88718,18.84,,3.28,ml,,,0.8,89.13,239.1,"[62.400001525878906, 59.599998474121094, 52.0]",4871,06:06.8,earthquake_local,109C.TA_20150207140605_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,15.29,1438,manual,0.5,606720777,05:57.5,0.8,33.3038,-116.2874,0.8294,16.853,1.88718,18.84,,3.28,ml,,,0.8,89.13,239.1,"[62.0, 58.29999923706055, 52.900001525878906]",4752,06:08.8,earthquake_local,109C.TA_20150207140607_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,30.83,3175,manual,0.5,606721397,45:02.5,1,31.5408,-115.6413,1.5207,28.632,2.7093,1.91,,5,mw,,,1.83,203.44,317.7,"[74.0, 70.30000305175781, 68.69999694824219]",4571,45:26.3,earthquake_local,109C.TA_20150209014525_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,30.83,2875,manual,0.5,606721397,45:02.5,1,31.5408,-115.6413,1.5207,28.632,2.7093,1.91,,5,mw,,,1.83,203.44,317.7,"[65.4000015258789, 68.19999694824219, 61.900001525878906]",5900,45:29.3,earthquake_local,109C.TA_20150209014528_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,32.78,3077,manual,0.5,606722805,05:22.9,1.18,31.4592,-115.6424,0.8183,47.978,3.34106,14.19,,2.9,ml,,,1.89,210.15,319.4,"[32.5, 33.400001525878906, 30.299999237060547]",5900,05:48.7,earthquake_local,109C.TA_20150210080547_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,32.78,2877,manual,0.5,606722805,05:22.9,1.18,31.4592,-115.6424,0.8183,47.978,3.34106,14.19,,2.9,ml,,,1.89,210.15,319.4,"[36.0, 31.899999618530273, 32.79999923706055]",5900,05:50.7,earthquake_local,109C.TA_20150210080549_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,27.48,3468,autopicker,0.66,606724970,14:08.0,0.92,32.1876,-115.2292,1.0163,52.05,3.06879,20.47,,2.9,ml,,,1.73,192.61,294.3,"[26.600000381469727, 26.600000381469727, 19.399999618530273]",5900,14:26.5,earthquake_local,109C.TA_20150212161425_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,27.48,3268,autopicker,0.6,606724970,14:08.0,0.92,32.1876,-115.2292,1.0163,52.05,3.06879,20.47,,2.9,ml,,,1.73,192.61,294.3,"[24.399999618530273, 27.100000381469727, 21.200000762939453]",5900,14:28.5,earthquake_local,109C.TA_20150212161427_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,24.55,2745,autopicker,0.47,606750407,18:37.1,0.8,33.9362,-116.0244,0.8545,17.969,2.04696,9.9,0.59,3.67,ml,,,1.38,153.61,221.2,"[43.099998474121094, 47.79999923706055, 41.0]",5900,18:52.7,earthquake_local,109C.TA_20150226011851_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,24.55,2447,autopicker,0.55,606750407,18:37.1,0.8,33.9362,-116.0244,0.8545,17.969,2.04696,9.9,0.59,3.67,ml,,,1.38,153.61,221.2,"[44.099998474121094, 48.599998474121094, 40.20000076293945]",5900,18:55.7,earthquake_local,109C.TA_20150226011854_EV
